Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
mobil bahan bakar minyak hidrogen membahayakan atmosfera bumi akan terjadi pemanasan global,9,9_hidrogen_hydrogen_energi_jepang,"['hidrogen', 'hydrogen', 'energi', 'jepang', 'air', 'elektrolisis', 'masih', 'juga', 'depan', 'tapi']","['mahasiswa s tekkim pelajaran kuliah teknologi hydrogen nggak se green disampaikan disini untuk menghasilkan kg hidrogen setara km jarak tempuh dibutuhkan sekitar kwh listrikbrsebagai perbandingan mobil listrik battery electric vehicle hanya butuh kwh untuk menempuh jarak sama km belum untuk jadi kg hydrogen butuh liter air proses elektrolisisnya pun perlu banyak energi biasa lah hidrogen alternatif tapi saat nggak se green nggak semurah jg proses infrastrukturnya biasa', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien']",hidrogen - hydrogen - energi - jepang - air - elektrolisis - masih - juga - depan - tapi,0.9484343235185186,False
betul mobil ceritakan ku pake mobil listrik hny karena hemat jadi tdk pernah justifikasi ramah lingkungan karena problem tambang bahan pembuatannya,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
lah kalian cerita teknologi tau klen dunia mau kiamat listrik lumpuh total,5,5_listrik_tambang_merusak_batubara,"['listrik', 'tambang', 'merusak', 'batubara', 'lingkungan', 'minyak', 'besar', 'kalian', 'alam', 'semakin']","['dibilang koh lulung tentang tambang indonesia timur gtu bryang berani komen karena sudah ngalami electric vehicle ramah ramah amat kerja tambang nikel maluku cut the shit green energi charging masih pake pltu batubara juga', 'nah nih kurang difahami orang indonesia listrik kita masih mayoritas hasil genset doang artinya podo ae pake bahan bakar minyak juga bahkan lebih parah pake batubara balik lagi jaman kereta api belum lagi polusi tambang bahan utama baterai china jorjoran electric vehicle setelah masalah konsumsi litrik nggak sanggup lawan demand akhirnya malah mundur perlahan belum lagi rumor sekarang lagi konsorsium tengah mengembangkan bensin sintetik selain konsorsium mesin hidrogen komersil untuk sekarang mending pilih paling save buat diri sendiri dulu usah berlagak pahlawan berfikir menyelamatkan dunia cuma gara beli mobil', 'dibilang koh lulung tentang tambang indonesia timur gtu bryang berani komen karena sudah ngalami electric vehicle ramah ramah amat kerja tambang nikel maluku cut the shit green energi charging masih pake pltu batubara juga']",listrik - tambang - merusak - batubara - lingkungan - minyak - besar - kalian - alam - semakin,1.0,False
pantes mobil listrik dijelekquotin sama benarnya tapi belum pasti tepat ingat beliau punya jaringan bengkel mobil konvensional,2,2_electric_vehicle_air_listrik,"['electric', 'vehicle', 'air', 'listrik', 'mobil', 'pake', 'masih', 'punya', 'wuling', 'mulai']","['hahahahaa air electric vehicle mampus gua kasian ama beli air electric vehicle', 'harusnya byd jg buat versi mini setipe sama air electric vehicle karena pasar beda beli air electric vehicle utamain kepraktisan bawa jalan sempit padat br brdan indo masih blm mengubah mindset electric vehicle adalah quotmobil keduaquot buat jarak dekat efisiensi transport harian kebayang rebutan charger stasiun pengisian kendaraan listrik umum istirahat areabrmobil bensin seater masih jadi utama', 'air electric vehicle lite harus facelift gunakan lampu utama led agar lebih menarik karna lampu bohlam ayam jadul terlihat tua jelek pencahayaan kurang kurang efisiensi atau datangkan wuling baojun kiwi electric vehicle gsev atau datangkan hongguang mini electric vehicle pintu']",electric - vehicle - air - listrik - mobil - pake - masih - punya - wuling - mulai,0.6037485220904096,False
hidrogen sekarang masih banyak ekstrak bahan non air batu bara juga kalau salah lho pabrik daur ulang baterai seperti narasumber lebih menyudutkan mobil listrik deh berimbang datanya,9,9_hidrogen_hydrogen_energi_jepang,"['hidrogen', 'hydrogen', 'energi', 'jepang', 'air', 'elektrolisis', 'masih', 'juga', 'depan', 'tapi']","['mahasiswa s tekkim pelajaran kuliah teknologi hydrogen nggak se green disampaikan disini untuk menghasilkan kg hidrogen setara km jarak tempuh dibutuhkan sekitar kwh listrikbrsebagai perbandingan mobil listrik battery electric vehicle hanya butuh kwh untuk menempuh jarak sama km belum untuk jadi kg hydrogen butuh liter air proses elektrolisisnya pun perlu banyak energi biasa lah hidrogen alternatif tapi saat nggak se green nggak semurah jg proses infrastrukturnya biasa', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien', 'tapi hydrogen elektrolisis juga menggunakan energi listrik untuk membentuknya mana efisiensi masih jauh efisienyairu jadi misal listrik kwh hanya akan terbentuk hidrogen dengan kemampuan energi kwhbrjadi sama listriknya juga greenbrbrmaka diterapkan seperti jepang saat hydrogen bukan air tapi gas metana emisinya cobrbukan dibilang air hydrogen air masih belum ketemu efisiensinyabrhal sempet buat heboh antara lain blue energi banyu geni nikuba semua masih elektrolisis efisien']",hidrogen - hydrogen - energi - jepang - air - elektrolisis - masih - juga - depan - tapi,1.0,False
baterai hasil tambangbrlistrik batu bara tambangbrbrmereka bilang energi hijau,1,1_baterai_harga_mobil_tahun,"['baterai', 'harga', 'mobil', 'tahun', 'lebih', 'ganti', 'electric', 'vehicle', 'listrik', 'lagi']","['narasumber terlalu tendensius pro jepang dibilang rata tahun baterai listrik sudah harus ganti tapi dibilang jenis apakah lfp nmc dsb berapa km pemakaian dibahas berapa life cycle baterai dibilang kandungan lithium dalam baterai sampai kg untuk baterai lfp banyak dipakai saat kandungan lithium hanya berat baterai kg berarti hanya kg lithium dipakai listrik disebut merusak lingkungan tapi dibahas mengenai udara perkotaan jadi lebih bersih polusi asap sumber listrik hanya batubara tapi banyak bauran listrik terbarukan lebih hijau juga dibahas teknologi baterai bakal terus berkembang semakin efisien bersih dengan macam material hanya nickel amp lithium tapi teknologi hidrogen akan mentok terbatas oleh fisik tangki sangat besar juga resiko meledak membahayakan penumpang seakan kita mengendarai bom berjalan infrastruktur hidrogen terbatas hanya ditempat tertentu listrik mengisi daya rumah masing', 'kalau tahun kedepan harga mobil bekas turun mungkin bawah juta dengan catatan baterai masih baik jika baterai bermasalah harga baterai sudah sekitar jutan mungkin harga mobil tanpa baterai harga jutaan kalau harga baterai tahun mendatang masih atas juta jadi harga mobil tinggal jutaan tanpa baterai bahkan lebih kecil maka ambil harga mobil rupah anggal mau ambil mobil bekas tanpa baterai', 'ketawa dengerin narasumber punya info baru ataupun terbaru kalau lihat channelnya semua diomongkan disini semua disana artinya uda settingan pabriknya mari kita lihat per permasalahannya electric vehicle lebih polusi daripada ice betul tapi dalam hal produksi saja kalau dilihat pemakaian kendaraannya electric vehicle jauh lebih ramah lingkungan coba hitung total polusi ice battery electric vehicle dalam waktu tahun operasional masalah garansi baterai tahun diberi jaminan bahwa kapasitas baterai pasti gt tapi apakah artinya lepas masa garansi rusak harus diganti baterai hape kalian dipakai sampai berapa persen kesehatan baterai disini ditarik kesimpulannya sendiri lagipula kalau tahun turun pakai tahun turun hitung bodohan jadi masi dipakai jarak max ditawarkan toyota electric vehicle rilis tahun china adalah rebadge gac salah satu merk electric vehicle gac aion kenapa karena toyota mampu membuat baterai sendiri sebaik semurah pabrikan china jalan paling cepat rebadge nickel oh nickel selalu jadi kambing hitam baterai lfp nikel pakai nikel baterai nmc baterai lama dipakai oleh mobil hybrid toyota kabarnya sih begitu correct me if im wrong bahas masalah maintenance ice harus rutin ganti oli dkk electric vehicle cuma oli gardan masalah kaki electric vehicle lebih boros ban kenapa dibahas karena narasumber jualan pelumas mobil hybrid masi harus ganti oli ditambah harus rawat baterai lebih boncos hydrogen anak emas pabrikan jepang permasalahan h adalah produksi penyimpanannya untuk ekstrak h perlu listrik penyimpanannya lebih ribet karena suhu kalau mau ngomong ramah lingkungan penghematan energi untuk saat h bukan jawabannya ntah kalau tiba technological leap buat h lebih efektif lainkali coba cari narasumber pro battery electric vehicle pro ice biar lebih netral']",baterai - harga - mobil - tahun - lebih - ganti - electric - vehicle - listrik - lagi,0.5641379422341172,False
hanya orang bodoh ribut masalah mobil listrik bensin lebih baik ribut bagaimana cara memperbanyak tranportasi umum mengurangi kendaraan pribadi bikin narasi satu sisi doang cuma ikut produk masingmasing kalau memang pro lingkungan stop kendaraan pribadi utamakan perbanyak tranportasi umum gini amat hidup indonesia banyak orang pintar bicara pintar bikin narasi tapi isinya sama saja mengurangi dampak lingkungan,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
menurut orang hse limbah baterai adalah limbah b sangat merusak lingkungan berbahaya pembuangan baterai bekasnya pun perlu ditempat khusus utk konoha penanganan limbah b baterai cuma sebatas wacana realisasinya jelas,1,1_baterai_harga_mobil_tahun,"['baterai', 'harga', 'mobil', 'tahun', 'lebih', 'ganti', 'electric', 'vehicle', 'listrik', 'lagi']","['narasumber terlalu tendensius pro jepang dibilang rata tahun baterai listrik sudah harus ganti tapi dibilang jenis apakah lfp nmc dsb berapa km pemakaian dibahas berapa life cycle baterai dibilang kandungan lithium dalam baterai sampai kg untuk baterai lfp banyak dipakai saat kandungan lithium hanya berat baterai kg berarti hanya kg lithium dipakai listrik disebut merusak lingkungan tapi dibahas mengenai udara perkotaan jadi lebih bersih polusi asap sumber listrik hanya batubara tapi banyak bauran listrik terbarukan lebih hijau juga dibahas teknologi baterai bakal terus berkembang semakin efisien bersih dengan macam material hanya nickel amp lithium tapi teknologi hidrogen akan mentok terbatas oleh fisik tangki sangat besar juga resiko meledak membahayakan penumpang seakan kita mengendarai bom berjalan infrastruktur hidrogen terbatas hanya ditempat tertentu listrik mengisi daya rumah masing', 'kalau tahun kedepan harga mobil bekas turun mungkin bawah juta dengan catatan baterai masih baik jika baterai bermasalah harga baterai sudah sekitar jutan mungkin harga mobil tanpa baterai harga jutaan kalau harga baterai tahun mendatang masih atas juta jadi harga mobil tinggal jutaan tanpa baterai bahkan lebih kecil maka ambil harga mobil rupah anggal mau ambil mobil bekas tanpa baterai', 'ketawa dengerin narasumber punya info baru ataupun terbaru kalau lihat channelnya semua diomongkan disini semua disana artinya uda settingan pabriknya mari kita lihat per permasalahannya electric vehicle lebih polusi daripada ice betul tapi dalam hal produksi saja kalau dilihat pemakaian kendaraannya electric vehicle jauh lebih ramah lingkungan coba hitung total polusi ice battery electric vehicle dalam waktu tahun operasional masalah garansi baterai tahun diberi jaminan bahwa kapasitas baterai pasti gt tapi apakah artinya lepas masa garansi rusak harus diganti baterai hape kalian dipakai sampai berapa persen kesehatan baterai disini ditarik kesimpulannya sendiri lagipula kalau tahun turun pakai tahun turun hitung bodohan jadi masi dipakai jarak max ditawarkan toyota electric vehicle rilis tahun china adalah rebadge gac salah satu merk electric vehicle gac aion kenapa karena toyota mampu membuat baterai sendiri sebaik semurah pabrikan china jalan paling cepat rebadge nickel oh nickel selalu jadi kambing hitam baterai lfp nikel pakai nikel baterai nmc baterai lama dipakai oleh mobil hybrid toyota kabarnya sih begitu correct me if im wrong bahas masalah maintenance ice harus rutin ganti oli dkk electric vehicle cuma oli gardan masalah kaki electric vehicle lebih boros ban kenapa dibahas karena narasumber jualan pelumas mobil hybrid masi harus ganti oli ditambah harus rawat baterai lebih boncos hydrogen anak emas pabrikan jepang permasalahan h adalah produksi penyimpanannya untuk ekstrak h perlu listrik penyimpanannya lebih ribet karena suhu kalau mau ngomong ramah lingkungan penghematan energi untuk saat h bukan jawabannya ntah kalau tiba technological leap buat h lebih efektif lainkali coba cari narasumber pro battery electric vehicle pro ice biar lebih netral']",baterai - harga - mobil - tahun - lebih - ganti - electric - vehicle - listrik - lagi,0.72827289452154,False
takut sama mobil listrik hahahaha jelas lah brbrbengkel mobil konvensional bakal laku lagi semua investasi kalian jadi hangus karena mobil listrik bakal ganti oli ganti byd seal radiator dsb kebayang kan nasib periuk nasi kalianbrbrmakanya pada suka sirik ngejelekin tuh,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
harus denger jg dr narasumber pro mobil listrik biar adil amp jgn lupa narasumber video punya usaha dibidang otomotif jg jd rasanya agak kurang netral apa benar omongan pengaruh atau quotmengamankanquot bisnis si narasumber,13,13_listrik_narasumber_mobil_bengkel,"['listrik', 'narasumber', 'mobil', 'bengkel', 'kepentingan', 'dr', 'kurang', 'amp', 'jg', 'punya']","['mobil konsisten anti mobil listrik wajar sih kalo semua pake mobil listrik bengkel sepi cuy brlebih percaya opininya fitra eri tentang mobil listrik sangat independen karena konflik kepentingan jelas punya bengkel', 'harus denger jg dr narasumber pro mobil listrik biar adil amp jgn lupa narasumber video punya usaha dibidang otomotif jg jd rasanya agak kurang netral apa benar omongan pengaruh atau quotmengamankanquot bisnis si narasumber', 'harus denger jg dr narasumber pro mobil listrik biar adil amp jgn lupa narasumber video punya usaha dibidang otomotif jg jd rasanya agak kurang netral apa benar omongan pengaruh atau quotmengamankanquot bisnis si narasumber']",listrik - narasumber - mobil - bengkel - kepentingan - dr - kurang - amp - jg - punya,0.9321455507162185,True
menurut pribadi electric vehicle adl branding china buat ngalahin dominasi mobil jepang ntar plg balik mobil hybrid bb nitrogen tau sendiri lah pasti susah masuk indo kcuali mafia menyesuaikan,4,4_china_jepang_cina_mobil,"['china', 'jepang', 'cina', 'mobil', 'electric', 'vehicle', 'akan', 'atau', 'hybrid', 'brand']","['kelemahan jepang adalah kelamaan untuk rampd berani investasi gilaan kaya china toyota misal buat prius mobil hybrid pelopor mobil mobil hybrid produksi massal tapi baru bener fokus produksi banyak mobil mobil hybrid tahun gap tahun lebih bahkan sudah buat mobil listrik rav electric vehicle tahun sedangkan mobil hidrogen pertama mirai tahun hampir tahun tapi perkembangan belom keliatan sampe sekarang semoga orang toyota atau orang penting mobil jepang baca komen bahwasanya anteng lagi kelamaan rampd mau investasi besar bukan cuma dimobil disektor manapun jepang sedang dalam baik saja memulai tapi sekarang tertinggal', 'agen rahasia jepang akan membalasnya akan bersatu semua merek jepang melawan byd smp berdarah darah krn kekuatan merek jepang sgt mengakar astra pemerintahan thn akan pertumpahan darah calon pembeli akan dipuaskan dlm situasi ekonomi lagi seret kita tunggu electric vehicle atau ice bertarung jepang vs china godzilla vs barongsai drum petasan pun dimainkan hajarr', 'agen rahasia jepang akan membalasnya akan bersatu semua merek jepang melawan byd smp berdarah darah krn kekuatan merek jepang sgt mengakar astra pemerintahan thn akan pertumpahan darah calon pembeli akan dipuaskan dlm situasi ekonomi lagi seret kita tunggu electric vehicle atau ice bertarung jepang vs china godzilla vs barongsai drum petasan pun dimainkan hajarr']",china - jepang - cina - mobil - electric - vehicle - akan - atau - hybrid - brand,1.0,False
iya boss balik lagi mayoritas marketnya konsekuensi bisnisnya resikonya msh gede bgt apaquot msh terbatas ditambah material pembuatnya sulit didpt daur ulang maintenance dll hitung untung rugi yaa masih mantepan hybridmsh murni bensin biasa,-1,-1_mobil_listrik_vehicle_electric,"['mobil', 'listrik', 'vehicle', 'electric', 'beli', 'kalo', 'untuk', 'harga', 'buat', 'sama']","['br justru karena dr mobil mekanik paham akan kebutuhan masyarakat umum sehingga masyarakat tau mana mobil hobi mana mobil dengan embel hemat punya kepentingan untuk jelekin atau bagusin electric vehicle vehicle tddak seperti influencer otomotif br hampir rata merek mobil luxury berfokus pada electric vehicle karena buyer kelas suka dgn electric vehicle suka dgn mobil ice karena lebih seni amp kelasnya menikmati raungan mesin langkah diambil porsche gaada impactnya userbuyer diluar segmentasi pasarnyabr tesla salah satu pencetus electric vehicle vehicle tpi harus ingat semakin banyak electric vehicle keluar baik usa chine dsb masyarakatkonsumen paham bahwa electric vehicle car untuk ramah lingkungan untuk menghemat maintenance amp aftermarket price jeblokbr electric vehicle car untuk green energi hanya ilusi sementara karena baterainya tetap hasil tambang amp untuk maintenancenya ketika baterai drop secara kalkulasi hampir sama dengan mobil ice bahkan sampe afterpricenyabr cycle electric vehicle car desain untuk digunakan tahun atasbr untuk keamanan pernah liat berita ceo big company tewas dengan electric vehicle car karena electric vehicle car tiba out of control hack', 'mobil listrik atau motor listrik cocoknya mobilitas tinggibrklo dibawah kmhari masih mending pakai konvensional brklo kita pas baru punya mobil biasanya semangat pakai mobil tapi begitu tahu rasanya paling pakai mobil pas keluar bareng sama anak istri saja untuk kerja tiap hari lebih enak pakai motorbrmobil listrik paling murah jt cuma dapat wuling cuma dipakai kota sajabrklo mobil konvensional sudah banyak pilihan hrga segitubrmobil listrik tahun kedepan sudah saatnya ganti baterai ganti jt an pingin pastinya mau beli juga pikir untuk beli bekas karena sudah saatnya ganti batreibrmobil konvensional tahun kedepan bosen dijual lagi masih laku untuk nambah beli mobil baru', 'intinya gini mobil listrik cocoknya jadi mobil kedua karena mobil listrik cocok untuk perjalanan luar kota jarak jauh sebab kita butuh mengisi daya tempat mengisi daya belum tentu diperjalanan kita belum lagi jika ngantri waktu ngisinya juga lama mobil listrik dipakainya buat jarak dekat buat kepasar ngantar sekolah pergi ketempat kerja belanja dll sering digunakan sehari namun dalam jarak dekatbrbrdengan harga sama kalian dapat mobil konvensional sangat jauh lebih nyaman mobil listrik jadi kalau kalian nyari kenyamanan mobil listrik bukan jawabanya karena kalah jauh contohnya air electric vehicle harga jt dengan harga segitu kalian dapat xpander ultimate kelas kenyamanan sudah pasti beda jauh contoh lagi hyundai hyundai ioniq dengan harga jt lebih dengan harga segini kalian dapat toyota corolla kelas paling tinggi masih kembalian jt itupun hyundai ioniq masih apanya dalam hal kenyamanan kemewahanbrbrpenggunaan jangka panjang juga akan sulit dicapai oleh mobil listrik karena baterai pasti akan drop mengganti baterai sangatlah mahal']",mobil - listrik - vehicle - electric - beli - kalo - untuk - harga - buat - sama,0.0,False
