date,authordisplayname,textdisplay,likecount,clean_textdisplay,label,confidence,status,Column 1,Column 2,Column 3,Column 4,sentiment,pred_topic,topic_name
2025-12-14 22:33:33+00:00,@furicalorsGR66,masuk budget oke lah tpi klo mobilny penyakitan gmn? 😭✌️,0.0,masuk budget oke lah tpi klo mobilny penyakitan gmn,Negatif,0.84,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-14 22:37:46+00:00,@mintikham6114,​@furicalorsGR66 ya namanya mobil mrah ya konsekuensinya   barang murah jangan harap minta lebih,0.0,ya namanya mobil mrah ya konsekuensinya barang murah jangan harap minta lebih,Negatif,0.88,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-14 22:41:55+00:00,@furicalorsGR66,"​@mintikham6114 kadang gitu sih, ada mobil murah yg bisa dibipang ga diperhatikan reliability ny, contohny atto 1 ini<br><br>ev emang ada aja masalahnya",0.0,kadang gitu sih ada mobil murah yg bisa dibipang ga diperhatikan reliability ny contohny atto inibrbrev emang ada aja masalahnya,Negatif,0.93,ok,,,,,negative,0,0_mobil_beli_harga_ada
2025-12-13 11:12:07+00:00,@torsimania6199,ngakak kebanyakan pengguna ev baru yg banyak ngeluh.seperti temanku dahulu pertama kali pakai mobil listrik maklum gapteknya ketahuan.,0.0,ngakak kebanyakan pengguna electric vehicle baru yg banyak ngeluhseperti temanku dahulu pertama kali pakai mobil listrik maklum gapteknya ketahuan,Negatif,0.78,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-13 10:44:48+00:00,@emansulaeman3246,Mobil listrik mobil paling merusak lingkungan 😅,0.0,mobil listrik mobil paling merusak lingkungan,Negatif,0.99,ok,,,,,negative,6,6_listrik_merusak_lingkungan_tambang
2025-12-13 10:29:42+00:00,@TikaRafazia-f4g,mobil EV untuk orang mapan yang sudah punya rumah.... upgrade daya di rumah kontrakan mana bisa😂,0.0,mobil electric vehicle untuk orang mapan yang sudah punya rumah upgrade daya di rumah kontrakan mana bisa,Negatif,0.96,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-13 13:02:59+00:00,@Qoutemotivasi,"fix..buzer ice Jepang, males lg liat konten ini",0.0,fixbuzer ice jepang males lg liat konten ini,Negatif,0.86,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-13 10:12:27+00:00,@Star_boot,"Sayangnya yah EV itu subsidi jadi murah karena ada alasan<br>Dan jika 2045 sama aja malah sengsara<br>Listrik non subsidi akan semahal gasoline<br>5 tahun palingan udah mulai turun performa baterai<br>7-10 baterai udah ngak bagus<br>Baterai mahal<br><br>Menurutku sih<br>Dan jangan balas ada kalimat &quot;makanya pemikiran indonesia ngak maju, menjelekan teknologi baru&quot; itu menunjukan ketholoanmu<br>Kalau mau komen, Di sini diskusi santai dan sesuai fakta",2.0,sayangnya yah electric vehicle itu bantuan pemerintah jadi murah karena ada alasan dan jika sama aja malah sengsara listrik non bantuan pemerintah akan semahal gasolinebr tahun palingan udah mulai turun performa baterai baterai udah ngak bagus baterai mahal menurutku sih dan jangan balas ada kalimat makanya pemikiran indonesia ngak maju menjelekan teknologi baruquot itu menunjukan ketholoanmu kalau mau komen di sini diskusi santai dan sesuai fakta,Negatif,0.93,ok,,,,,negative,1,1_baterai_harga_mobil_tahun
2025-12-13 23:22:15+00:00,@supta2110,"​@Juliamariskamahal pak, penghasil bahan baterry itu merusak ekosistem dan dikit juga mahal...",0.0,pak penghasil bahan baterry itu merusak ekosistem dan dikit juga mahal,Negatif,0.97,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-13 10:13:54+00:00,@Pastiadasolusi88,"Irit.. EV harus siap mental harus bisa mengukur jarak, estimasi kapan charge. Tidak cocok apabila perjalanan mendadak tidak terencana.",0.0,hemat electric vehicle harus siap mental harus bisa mengukur jarak estimasi kapan mengisi daya tidak cocok apabila perjalanan mendadak tidak terencana,Negatif,0.93,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-13 09:57:53+00:00,@roulwathon6916,"Ada dua syarat biar mobil listrik cepat laku di Indonesia.. <br>1, Harga minimal 20% <br>    Lebih  murah dr mobil <br>     Bensin.. <br> 2. Naikkan harga bensin <br>      100%.<br>       Pertalite min 20rb lah.. <br>        Solar jadi 17 rb . <br>   Belum setahun bangkrut SPBU",0.0,ada dua syarat biar mobil listrik cepat laku di indonesia  harga minimal  lebih murah dr mobil bensin naikkan harga bensin pertalite min rb lah br solar jadi rb belum setahun bangkrut spbu,Negatif,0.96,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-13 08:45:19+00:00,@naufalramadan5478,"Yang paling bikin khawatir pake EV tuh bisa mati/mogok tbtb di tengah jalan loh, kayak kasus pengepul mobil kemarin sama ibu2 yang pake Ioniq 5 tempo hari sisa kekurangan lain sih masih di tolerir lah",2.0,yang paling bikin khawatir pake electric vehicle tuh bisa matimogok tbtb di tengah jalan loh kayak kasus pengepul mobil kemarin sama ibu yang pake hyundai ioniq tempo hari sisa kekurangan lain sih masih di tolerir lah,Negatif,0.96,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-13 08:33:56+00:00,@LexicroftAlpha,"Tipikal Mobil Cina, udah pernah punya, udah pernah merasakan<br><br>Intinya :<br>Harga ga bohong boss, lu beli mobil harga murah ngarep dapet kualitas full tanpa sunat = mimpi<br><br>Jadi mobil cina itu biasanya kalau dikendarai 1-2 jam itu okelah, rasanya kayak mobil jepang, mulai 3-4 jam mulai ada kerasa sedikiiit perbedaan, nah kalau udah 5-6 jam apalagi batre udah mau abis, nah nah nah kerasa banget tuh penderitaan 😂<br><br>Umur juga sama, baru 1-2 taun rasanya mantaaaapppp<br><br>Nanti di umur 5-8 taun, baru kerasa tuh murahnya disitu 😂😂😂😂 dan harga jualnya anjlok<br><br>Ambil contoh si Neta tuh brand yg udah sekarat, Dealer tinggal sisa 2, harga jual udah jeblok turun 50%",12.0,tipikal mobil cina udah pernah punya udah pernah merasakan intinya harga ga bohong boss lu beli mobil harga murah ngarep dapet kualitas full tanpa sunat mimpi jadi mobil cina itu biasanya kalau dikendarai jam itu okelah rasanya kayak mobil jepang mulai jam mulai ada kerasa sedikiit perbedaan nah kalau udah jam apalagi baterai udah mau abis nah nah nah kerasa banget tuh penderitaan brbrumur juga sama baru taun rasanya mantaappbrbrnanti di umur taun baru kerasa tuh murahnya disitu dan harga jualnya anjlokbrbrambil contoh si neta tuh brand yg udah sekarat dealer tinggal sisa harga jual udah jeblok turun,Negatif,0.98,ok,,,,,negative,7,7_jepang_china_cina_mobil
2025-12-13 08:28:04+00:00,@hdr725,😂😂😂😂😂nyesel dong kalo beli.Ya lebih baik mbl jepang yg SDH teruji...makanya jepang ga jor²an ngeluarin mbl listrik..15 sampai 20 THN akan datang sumber daya alam akan habis..dan baterei nya akan mahal bukannya makin murah.Lagipula buat kaum mendang mending apakah msh berharap akan harganya kalo mau di jual????😂,2.0,nyesel dong kalo beliya lebih baik mobil jepang yg sdh terujimakanya jepang ga joran ngeluarin mobil listrik sampai thn akan datang sumber daya alam akan habisdan baterei nya akan mahal bukannya makin murahlagipula buat kaum mendang mending apakah msh berharap akan harganya kalo mau di jual,Negatif,0.98,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2026-03-29 08:54:49+00:00,@samsjowo3311,"Mobil listrik itu kebijakan diskriminatif, mobil bensin dikenai pajak luar biasa besarnya, ada pajak negara ada pajak daerah/opsen, sementara mobil listrik pajak Nol padahal sama2 lewat dijalan Raya dan merusak jalan. Jadi mobil bensin itu sapi perah utk dipajakin.",0.0,mobil listrik itu kebijakan diskriminatif mobil bensin dikenai pajak luar biasa besarnya ada pajak negara ada pajak daerahopsen sementara mobil listrik pajak nol padahal sama lewat dijalan raya dan merusak jalan jadi mobil bensin itu sapi perah utk dikenakan pajak,Negatif,0.98,ok,,,,,negative,9,9_pemerintah_bantuan_pajak_ubah
2026-02-27 03:56:43+00:00,@JackGuan-e3n,Jelas EV kenapa?<br>1. Bayar pajak murah<br>Otomatis Pajak kita lebih sedikit yg dimaling pejabat. Tidak rela bayar pajak mahal tapi dimaling pejabat busuk.<br><br>Itu aja alasannya ðŸ˜‚,0.0,jelas electric vehicle kenapa bayar pajak murah otomatis pajak kita lebih sedikit yg dimaling pejabat tidak rela bayar pajak mahal tapi dimaling pejabat busuk itu aja alasannya,Negatif,0.93,ok,,,,,negative,9,9_pemerintah_bantuan_pajak_ubah
2026-02-24 19:21:36+00:00,@NunungNuriah-i9q,Di ngr kita byk premannya dn garongnya... Ya.... Jdnya negara.. <br>Sering terlambat utk maju... <br>Negara kita hrs contoh achina apbl ingin maju....,0.0,di ngr kita byk premannya dn garongnya ya jdnya negara brsering terlambat utk maju brnegara kita hrs contoh achina apbl ingin maju,Negatif,0.88,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2026-02-21 23:42:22+00:00,@sotarsimbolon4062,"Subsidi harga itu, mubazir !!!",0.0,bantuan pemerintah harga itu mubazir,Negatif,0.96,ok,,,,,negative,9,9_pemerintah_bantuan_pajak_ubah
2026-02-21 23:41:35+00:00,@sotarsimbolon4062,"Tanpa melengkapi fasilitas charger, Indonesia tidak akan bisa produksi mobil listrik. SALAH KAPRAH KEBIJAKAN MEMBERI SUBSIDI !!!",0.0,tanpa melengkapi fasilitas charger indonesia tidak akan bisa produksi mobil listrik salah kaprah kebijakan memberi bantuan pemerintah,Negatif,0.95,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2026-02-17 12:19:48+00:00,@radithradityo2054,"Jangan lupa bahwa harga mobil cina yang sangat murah itu salah satunya karena biaya labor (pekerja kasar) yang sangat murah. Bayangin ada ratusan ribu orang yang sengsara bekerja banting tulang setengah mati buat kasih makan keluarganya dan ga pernah cukup. Meanwhile, eropa dan jepang tidak pernah cukup gila buat bayar labor serendah itu, makanya harga mobilnya ya tidak akan bisa menyaingi cina. Lets be fair.",0.0,jangan lupa bahwa harga mobil cina yang sangat murah itu salah satunya karena biaya labor pekerja kasar yang sangat murah bayangin ada ratusan ribu orang yang sengsara bekerja banting tulang setengah mati buat kasih makan keluarganya dan ga pernah cukup meanwhile eropa dan jepang tidak pernah cukup gila buat bayar labor serendah itu makanya harga mobilnya ya tidak akan bisa menyaingi cina lets be fair,Negatif,0.95,ok,,,,,negative,7,7_jepang_china_cina_mobil
2026-01-20 02:09:25+00:00,@M.Napitupulu-e7l7l,Masalah Mobil listrik itu tdk efektip di pakai di Indonesia.memang bagus tapi tdk layak  paling umurnya 5 thn .habis wajib di hanguskan.,0.0,masalah mobil listrik itu tdk efektip di pakai di indonesia memang bagus tapi tdk layak paling umurnya thn habis wajib di hanguskan,Negatif,0.98,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2026-01-16 02:53:26+00:00,@djay77-w9n,"BEDA JAUH, Mobil bensin bisa di perbaiki sendiri sampai 40 tahun , contoh/Fakta: kijang super / Suzuki Carry , trus LIMBAH Baterry nya , itu DAMPAK nya besar , lebih besar dari pencemaran bensin - belum ada yg jamin pencemaran nya, apalg negri konoha ini",0.0,beda jauh mobil bensin bisa di perbaiki sendiri sampai tahun contohfakta kijang super suzuki carry trus limbah baterry nya itu dampak nya besar lebih besar dari pencemaran bensin belum ada yg jamin pencemaran nya apalg negri konoha ini,Negatif,0.97,ok,,,,,negative,4,4_bensin_bakar_minyak_bahan
2026-01-07 00:35:27+00:00,@iwansumarwan1443,Masalahnya pan ganti batre mobil listrik Kepala Loe Pusing... Gak diganti jadi Bangke tuh mobil... ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0,masalahnya pan ganti baterai mobil listrik kepala loe pusing gak diganti jadi bangke tuh mobil,Negatif,0.98,ok,,,,,negative,1,1_baterai_harga_mobil_tahun
2026-01-05 01:23:33+00:00,@mohamadnursholeh5098,"Tapi impact dari pembuatan mobil listrik itu sangat besar juga om, kalo dilihat dari efesiensi dan kebersihan karbon mobil listrik pasti sangat bagus tapi dari segi industri baterai mobil listrik akan membuat eksploitasi lingkungan akan sangat massive karena untuk pembuatan satu baterai mobil butuh berapa ribu  ton tanah untuk di ambil mineralnya, cb fikirkan itu om makanya jepang TDK menggebu2 membuat mobil listrik soalnya jepang itu sudah memikirkan jauh jauh dampak untuk bumi",0.0,tapi impact dari pembuatan mobil listrik itu sangat besar juga om kalo dilihat dari efesiensi dan kebersihan karbon mobil listrik pasti sangat bagus tapi dari segi industri baterai mobil listrik akan membuat eksploitasi lingkungan akan sangat massive karena untuk pembuatan satu baterai mobil butuh berapa ribu ton tanah untuk di ambil mineralnya cb fikirkan itu om makanya jepang tdk menggebu membuat mobil listrik soalnya jepang itu sudah memikirkan jauh jauh dampak untuk bumi,Negatif,0.95,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2026-01-02 04:16:36+00:00,@maarthenwongkar4018,"Benarr , harga murah tp batt n charge kurabg",0.0,benarr harga murah tp baterai n mengisi daya kurabg,Negatif,0.93,ok,,,,,negative,1,1_baterai_harga_mobil_tahun
2025-12-22 23:53:02+00:00,@funandfine3613,"Mobil hybrid itu ga murah dan pajaknya gila,...ðŸ˜¢ðŸ˜¢ðŸ˜¢ krn memang bukan prog pemerintahðŸ˜¢",0.0,mobil mobil hybrid itu ga murah dan pajaknya gila krn memang bukan prog pemerintah,Negatif,0.96,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-12-13 23:25:51+00:00,@C.Sibarani,"Lgcgc ga murah lagi,karena sudah di borong taxol",0.0,lgcgc ga murah lagikarena sudah di borong taxol,Negatif,0.86,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-11-27 11:34:11+00:00,@firazfhising3657,Klo cbu murah siap2 pengguran tambah banyak melimpah ruah,0.0,klo cbu murah siap pengguran tambah banyak melimpah ruah,Negatif,0.96,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-11-20 23:15:00+00:00,@YusmaAzidin-k2j,Problem setelah mobil listrik habis masa pakainya.....baterainya jadi sampah yg membuat repot,0.0,problem setelah mobil listrik habis masa pakainyabaterainya jadi sampah yg membuat repot,Negatif,0.98,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-11-17 12:49:47+00:00,@YudinIsmail-t8h,Sejak kapan mobil jadi aset yg harga bekasnya setengah dari harga baru dan makin lama makin anjlok harganya ðŸ˜€ðŸ˜œ,0.0,sejak kapan mobil jadi aset yg harga bekasnya setengah dari harga baru dan makin lama makin anjlok harganya,Negatif,0.97,ok,,,,,negative,0,0_mobil_beli_harga_ada
2025-10-19 23:16:57+00:00,@danielbudiono7232,mobil indonesia mahal karena ada jatah pemerintah.<br>mending beli bekas saja yg jelas bersih,0.0,mobil indonesia mahal karena ada jatah pemerintahbrmending beli bekas saja yg jelas bersih,Negatif,0.93,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-10-15 19:59:56+00:00,@johanzeng4536,"Mobil itu masih Ok, yang gak jelas itu Motor, mana Motor EV, itu yang namanya ada praktek kurang sehat kah?",0.0,mobil itu masih ok yang gak jelas itu motor mana motor electric vehicle itu yang namanya ada praktek kurang sehat kah,Negatif,0.72,"sudah_review
negatif",,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-09-28 13:37:53+00:00,@yusufwibisono1541,Indonesia cocok hukum mati selesaikan sgr UUD perampasan aset,0.0,indonesia cocok hukum mati selesaikan sgr uud perampasan aset,Negatif,0.86,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-09-07 07:01:38+00:00,@MilkyWay-t5r,"RAJA KORUPTOR DUNIA SAJA LENGGANG KANGKUNG SEMUA KRONINYA MAKMUR DAN MERDEK, RAKYAT YANG TERJAJAH KORUPTOR DUNIA.<br>JADILAH PEMIMPIN BEBEK YANG JUJUR ADIL JANGAN JADI PEMIMPIN BEBEK YANG JAHAT DAN KORUPSI.<br>KASIHAN RAKYAT",1.0,raja koruptor dunia saja lenggang kangkung semua kroninya makmur dan merdek rakyat yang terjajah koruptor duniabrjadilah pemimpin bebek yang jujur adil jangan jadi pemimpin bebek yang jahat dan korupsibrkasihan rakyat,Negatif,0.98,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-09-05 07:53:24+00:00,@muahammadnofisyahputra2300,Dengerin tu pemerintah<br>Intinya korupsi .. Hukum mati koruptor!!,1.0,dengerin tu pemerintahbrintinya korupsi hukum mati koruptor,Negatif,0.98,ok,,,,,negative,9,9_pemerintah_bantuan_pajak_ubah
2025-08-26 03:31:50+00:00,@idabagusmade9052,"Indonesia tidak kekurangan orang hebat, masalah utama adalah dukungan pemerintah tapi yang terjadi pejabat Indonesia 99.9% isinya bangsat om...",0.0,indonesia tidak kekurangan orang hebat masalah utama adalah dukungan pemerintah tapi yang terjadi pejabat indonesia isinya bangsat om,Negatif,0.98,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-08-23 17:00:03+00:00,@heryganteng663,Kebanyakan pejabat busuk nya ... mementingkan segelintir pengusaha keluarga dan kroni kroni nya,0.0,kebanyakan pejabat busuk nya mementingkan segelintir pengusaha keluarga dan kroni kroni nya,Negatif,0.98,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-08-17 01:34:34+00:00,@shintaharti2062,Mobil listrik percuma kalo pake batubara krn bikin polusi udara. Industri paling bikin polusi tinggi bukannya industri batubara.,0.0,mobil listrik percuma kalo pake batubara krn bikin polusi udara industri paling bikin polusi tinggi bukannya industri batubara,Negatif,0.97,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-08-10 07:06:42+00:00,@shalwamustika7151,"indonesia MAJU cuma MIMPI , yang mimpin hanya bisa OMON OMON.",0.0,indonesia maju cuma mimpi yang mimpin hanya bisa omon omon,Negatif,0.98,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-08-10 06:35:44+00:00,@shalwamustika7151,"di indo menyelesaikan IJAZAH sangat sulit , apalagi bikin mobil.",0.0,di indo menyelesaikan ijazah sangat sulit apalagi bikin mobil,Negatif,0.93,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-08-08 23:21:21+00:00,@ParulianSinaga-hk9jn,SAYA NDAK YAKIN KEKUATAN MOBIL CHINA SETELAH DIATAS  2 THN..BUKTINYA YG SUDAH SUDAH HANCUR SEMUA..TAK BERKUALITAS.,0.0,saya ndak yakin kekuatan mobil china setelah diatas thnbuktinya yg sudah sudah hancur semuatak berkualitas,Negatif,0.97,ok,,,,,negative,7,7_jepang_china_cina_mobil
2025-08-05 14:13:15+00:00,@Xinfei01,Indonesia kalio mau maju di otomotif harus benerin dulu kampus kampus,0.0,indonesia kalio mau maju di otomotif harus benerin dulu kampus kampus,Negatif,0.91,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-08-03 23:32:50+00:00,@amjbrother3713,"pesimis di indonesia adalah wajar, krna walau se-optimis apapun kita klo pemerintahan msih korup ya susah!",0.0,pesimis di indonesia adalah wajar krna walau seoptimis apapun kita klo pemerintahan msih korup ya susah,Negatif,0.93,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-08-03 08:49:57+00:00,@eyleytotoks7262,"Konsumen yg kepengen mobil listrik di Indonesia rata2 listrik PLN nya dirmh paling tinggi 2200kwh , nah charger utk mobil listrik di rmh hrs diatas 3000kwh.....Infrastrukturnya msh jauh utk Indonesia 10 SD 15 thn kedepan???? Indonesia msh terlalu banyak permainan dari sisi peraturan, regulasi dlll... msh mimpi.",0.0,konsumen yg kepengen mobil listrik di indonesia rata listrik pln nya dirmh paling tinggi kwh nah charger utk mobil listrik di rmh hrs diatas kwhinfrastrukturnya msh jauh utk indonesia sd thn kedepan indonesia msh terlalu banyak permainan dari sisi peraturan regulasi dll msh mimpi,Negatif,0.97,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-07-28 08:26:56+00:00,@EmilTobing-j2d,"Kalian cuma ngomongin produk mobil bangsa lain,entah kwalitas apa secara kebangsaan yang kalian miliki,setertinggal apapun bangsa ini dlm hal teknologi tapi jika dibicarakan terus menerus MK pembuat keputusan akan berpikir tidak ngantuk trus.",0.0,kalian cuma ngomongin produk mobil bangsa lainentah kwalitas apa secara kebangsaan yang kalian milikisetertinggal apapun bangsa ini dlm hal teknologi tapi jika dibicarakan terus menerus mk pembuat keputusan akan berpikir tidak ngantuk trus,Negatif,0.78,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-07-27 05:40:55+00:00,@hay8888,Pajak mobil di indonesia terlalu mahal,0.0,pajak mobil di indonesia terlalu mahal,Negatif,0.98,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-07-24 07:15:24+00:00,@ClickBanget,"Baru kali ini saya tidak setuju dengan pernyataan bang Fitra Eri yang dimana bilang Indonesia tidak perlu kok punya mobil nasional, lah..  mau sampai kapan negara ini menjadi negara konsumen terus menerus? lihat Vietnam dengan VinFastnya aja mampu bersaing dipasar global khusunya di Indonesia, apa ngga malu kita Indonesia yang katanya negara besar beli produk dari negara Vietnam yang tahun 1970an masih perang. banyak orang di Indonesia yang teriak teriak Nasionalis, tapi mereka jugalah yang tidak nasionalis membeli/mengkonsumsi produk2 luar.",1.0,baru kali ini saya tidak setuju dengan pernyataan bang fitra eri yang dimana bilang indonesia tidak perlu kok punya mobil nasional lah mau sampai kapan negara ini menjadi negara konsumen terus menerus lihat vietnam dengan vinfastnya aja mampu bersaing dipasar global khusunya di indonesia apa ngga malu kita indonesia yang katanya negara besar beli produk dari negara vietnam yang tahun an masih perang banyak orang di indonesia yang teriak teriak nasionalis tapi mereka jugalah yang tidak nasionalis membelimengkonsumsi produk luar,Negatif,0.93,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-07-22 05:17:32+00:00,@muhammaddjalaludin2547,"Kendaraan ramah lingkungan masih merupakan mimpi bagi Rakyat banyak.<br>Selama BUMD sering rugi bahkan selalu rugi dan selalu ketergantungan subsidi dari Pemerintah, jangan berharap kemiskinan berkurang. Sejak Orde Baru sampai sekarang Koruptor berkembang biak. Apakah ada kelompok/komunitas yang berjuang, berjihad memberantas Korupsi ?.<br>Korupsi marak setiap instansi. Adakah Instansi yang bersih dari Korupsi, Praktek curang  dan Pungutan ?.",0.0,kendaraan ramah lingkungan masih merupakan mimpi bagi rakyat banyakbrselama bumd sering rugi bahkan selalu rugi dan selalu ketergantungan bantuan pemerintah dari pemerintah jangan berharap kemiskinan berkurang sejak orde baru sampai sekarang koruptor berkembang biak apakah ada kelompokkomunitas yang berjuang berjihad memberantas korupsi brkorupsi marak setiap instansi adakah instansi yang bersih dari korupsi praktek curang dan pungutan,Negatif,0.98,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-07-13 08:31:40+00:00,@gojekdriver5974,Mobil listrik maupun mobil bensin sama 2 bagus yang jadi masalah darimana duitnya buat beli mobil cari buat makan aja susah dapat nya,0.0,mobil listrik maupun mobil bensin sama bagus yang jadi masalah darimana duitnya buat beli mobil cari buat makan aja susah dapat nya,Negatif,0.92,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-07-09 16:00:28+00:00,@TEGUHSEJATI,"Untuk buat mobnas masih mustahil ,krn<br>Kita masih mau di pimpin sm org2 bodoh yg tak ada ilmu nya...",0.0,untuk buat mobil nasional masih mustahil krnbrkita masih mau di pimpin sm org bodoh yg tak ada ilmu nya,Negatif,0.97,ok,,,,,negative,0,0_mobil_beli_harga_ada
2025-07-02 23:07:32+00:00,@vickasmine7378,"ayolah pemerintah diajak maju susah, hukuman koruptor harus tegas lah",0.0,ayolah pemerintah diajak maju susah hukuman koruptor harus tegas lah,Negatif,0.86,ok,,,,,negative,9,9_pemerintah_bantuan_pajak_ubah
2025-07-01 03:24:04+00:00,@clipperrandom17,"Tetap mobil bensin,kerusakan alam dari tambang nikel lbh parah dari pada tambang minyak,dah gtu aja",0.0,tetap mobil bensinkerusakan alam dari tambang nikel lbh parah dari pada tambang minyakdah gtu aja,Negatif,0.88,ok,,,,,negative,4,4_bensin_bakar_minyak_bahan
2025-06-30 03:07:18+00:00,@harialmakky,"indonesia orangnya pintar, tapi gak digunakan oleh pengelola negaranya(mubazier), pengelola negara masih berharap fee import dan export gak mau buat sendiri karena nganggap keluar biaya, atau gak dapat fee",0.0,indonesia orangnya pintar tapi gak digunakan oleh pengelola negaranyamubazier pengelola negara masih berharap fee import dan export gak mau buat sendiri karena nganggap keluar biaya atau gak dapat fee,Negatif,0.93,ok,,,,,negative,8,8_indonesia_rata_bumn_motor
2025-06-25 02:28:23+00:00,@sneakersfreak,"disini terlalu banyak kepentingan, banyak banget oknum yang terlibat dan itu jelas jadi tambahan biaya sekaligus penyelewengan penyalahgunaan, sehingga mempengaruhi efisiensi, kualitas, dan kesempatan, itu terjadi di segala macam bidang industri, bukan cuma otomotif, bicara bisnis bersih disegala bidang, Indonesia udah ketinggalan sekitar 50an tahun dibanding dengan negara lain yang punya standar kebersihannya normal, disini yang udah kelewatan gak normal malah sekarang ini disebut normal",7.0,disini terlalu banyak kepentingan banyak banget oknum yang terlibat dan itu jelas jadi tambahan biaya sekaligus penyelewengan penyalahgunaan sehingga mempengaruhi efisiensi kualitas dan kesempatan itu terjadi di segala macam bidang industri bukan cuma otomotif bicara bisnis bersih disegala bidang indonesia udah ketinggalan sekitar an tahun dibanding dengan negara lain yang punya standar kebersihannya normal disini yang udah kelewatan gak normal malah sekarang ini disebut normal,Negatif,0.97,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-06-20 11:03:11+00:00,@Thomas_Tyrell,"Nikel skrg sdh mau dilarang keknya Pak. Pertambangan yg merusak lingkungan secara umum ya jd keknya sulit dech. Pdhl mslh kerusakan lingkungan itu sdh kronis. Kl bkn Perusahan besar, masy.-nya sendiri yg bkl menambang ilegal, merusak lingkungan dan tdk aman jg jadinya ðŸ˜”ðŸ™ðŸ»",0.0,nikel skrg sdh mau dilarang keknya pak pertambangan yg merusak lingkungan secara umum ya jd keknya sulit dech pdhl mslh kerusakan lingkungan itu sdh kronis kl bkn perusahan besar masynya sendiri yg bkl menambang ilegal merusak lingkungan dan tdk aman jg jadinya,Negatif,0.95,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-06-19 12:45:01+00:00,@Digitalmarka1,Mmg org cina baik2 klo di indo pengusahanya yg masih berusaha keras malah dijarah team coklat..,0.0,mmg org cina baik klo di indo pengusahanya yg masih berusaha keras malah dijarah team coklat,Negatif,0.93,ok,,,,,negative,-1,-1_mobil_vehicle_electric_listrik
2025-06-18 07:36:56+00:00,@putususilachannel3930,Kritik untuk pemerintah turunin dong pajak mobil yg udah tua. Masak pajaknya sama dri belu baru sampe udah puluhan tahun masih sama pajaknya gede,0.0,kritik untuk pemerintah turunin dong pajak mobil yg udah tua masak pajaknya sama dri belu baru sampe udah puluhan tahun masih sama pajaknya gede,Negatif,0.97,ok,,,,,negative,9,9_pemerintah_bantuan_pajak_ubah
