date,authordisplayname,textdisplay,likecount,clean_textdisplay,label,confidence,status,Column 1,Column 2,Column 3,Column 4
2025-09-07 18:02:51+00:00,@mobiletechrepair1600,"​@oditya_sriadi7388udah ada Innova, cuma mau coba aja yg murah2 kalau kuat nanjak sih cocok buat bolak balik dan agar hemat aja",0,ada innova cuma mau coba aja yg murah kalau kuat nanjak sih cocok buat bolak balik dan agar hemat aja,Netral,0.78,ok,,,,
2025-09-18 09:59:16+00:00,@DediSunardi-f9h,"Ayla Agya Brio udah paling bagus bang,kalau mau disiksa buat online sih mendingan itu,kalo yang 7 seater ambil Avanza yang ex taksi jangan calsig. Kalo mobil listik buat online belom worth it,dari segi harga sama range juga belom ketemu. Opini saya aja sih,soalnya saya make avanza ex taksi aman aman aja udah dari 2023 awal",1,ayla agya brio udah paling bagus bangkalau mau disiksa buat online sih mendingan itukalo yang seater ambil avanza yang bekas taxi jangan calsig kalo mobil listik buat online belom worth itdari segi harga sama jarak tempuh juga belom ketemu opini saya aja sihsoalnya saya make avanza bekas taxi aman aman aja udah dari awal,Netral,0.78,ok,,,,
2025-09-05 03:15:47+00:00,@haekalfahmi557,"Kesimpulannya, kalau mau milih EV jadi mobil pertama harus mikir dulu, bukannya gak bagus. tapi infrastrktur di Indonesia belom merata, kecuali buat di dalem2 kota aja yah fine aja asal jngn kena banjir aja 😂",2,kesimpulannya kalau mau milih electric vehicle jadi mobil pertama harus mikir dulu bukannya gak bagus tapi infrastrktur di indonesia belom merata kecuali buat di dalem kota aja yah fine aja asal jngn kena banjir aja,Netral,0.84,ok,,,,
2025-09-04 05:39:59+00:00,@sukirwanwong,AKU DILEMA Ko soal range. soalnya medan aceh susah spklu. brio atau yaris atau swift seken?,0,aku dilema ko soal jarak tempuh soalnya medan aceh susah stasiun pengisian kendaraan listrik umum brio atau yaris atau swift bekas,Netral,0.84,ok,,,,
2025-09-03 02:11:57+00:00,@sumargonosumargono8148,untuk mobil satu2nya mending atto 1 atau creta seken ya?,0,untuk mobil satunya mending atto atau creta bekas ya,Netral,0.93,ok,,,,
2025-09-02 04:10:55+00:00,@budilim800,"<a href=""https://www.youtube.com/watch?v=_W5vhelf61g&amp;t=365"">6:05</a> FYI Innova Zenix tidak memiliki Electric Seat pd row depan Ko.., yg ada hanya di row ke 2 itu pun yg tipe Q..",5,a href fyi innova zenix tidak memiliki electric seat pd row depan ko yg ada hanya di row ke itu pun yg tipe q,Netral,0.92,ok,,,,
2025-09-02 03:08:07+00:00,@johannurdianto1785,"semua ada plus minus ny, beli aja sesuai kebutuhan &amp; kemampuan, jangan nurutin keinginan<br>😁",0,semua ada plus minus ny beli aja sesuai kebutuhan amp kemampuan jangan nurutin keinginanbr,Netral,0.86,ok,,,,
2025-09-01 19:40:14+00:00,@cahayacell1322,KLO SEPEDA LISTRIK  GANTI BATERAI  1.800.000 SETIAP 2THN SEKALI.<br>KLO MOBIL LISTRIK GANTI BATERAI  BERAPA HARGANYA YA???<br>DAN BATERAI KUAT BERAPA TAHUN...???,1,klo sepeda listrik ganti baterai setiap thn sekalibrklo mobil listrik ganti baterai berapa harganya yabrdan baterai kuat berapa tahun,Netral,0.93,ok,,,,
2025-08-30 16:42:58+00:00,@nuyyaman8159,Koko kasep gimana kalo bikin project buat mobil listrik kalo batre nya rusak di jadiin internal combustion atau d kasih mesin generator aja direct ke motor listrik langsung jadi ga pake batre lagi. Atau d jadiin kaya nissan kick,0,koko kasep gimana kalo bikin project buat mobil listrik kalo baterai nya rusak di jadiin internal combustion atau d kasih mesin generator aja direct ke motor listrik langsung jadi ga pake baterai lagi atau d jadiin kaya nissan kick,Netral,0.86,ok,,,,
2025-08-30 13:40:53+00:00,@kristoferedwin1779,"FYI Pakai BYD selama masa garansi towing gratis ke spklu / ke dealer terdekat maksimal 50km untuk kondisi emergency termasuk battery habis. <a href=""https://www.youtube.com/watch?v=_W5vhelf61g&amp;t=895"">14:55</a>",35,fyi pakai byd selama masa garansi towing gratis ke stasiun pengisian kendaraan listrik umum ke dealer terdekat maksimal km untuk kondisi emergency termasuk baterai habis a href,Netral,0.93,ok,,,,
2025-10-23 15:39:20+00:00,@yuhriahmadjamaludin496,Binguo bang. Garansi baterai seumur hidup,0,binguo bang garansi baterai seumur hidup,Netral,0.86,ok,,,,
2025-10-23 15:41:36+00:00,@yuhriahmadjamaludin496,"Doain saya bisa beli air ev bang. Design nya sebenarnya tidak suka, tapi merasa aman karena garansi baterai seumur hidup",0,doain saya bisa beli air electric vehicle bang design nya sebenarnya tidak suka tapi merasa aman karena garansi baterai seumur hidup,Netral,0.78,ok,,,,
2025-10-23 23:21:37+00:00,@ancenhunt,​@yuhriahmadjamaludin496Amin 🙏 sama kek kakak sy krn garasi kecil jd nya ambil air ev,0,sama kek kakak sy krn garasi kecil jd nya ambil air electric vehicle,Netral,0.78,ok,,,,
2025-08-30 05:03:06+00:00,@boris.oei8,"Setuju sih, kalau mobil satu2nya harus betul2 di pertimbangkan jika mau ambil ev.<br>Kalau emang kesibukanmu hanya dalam kota dan keluar kota lebih suka pakai transportasi umum, masih ok pilih ev. <br>Tapi kalau suka keluar kota / ke daerah yang susah pengisian daya, mendingan ambil mobil BBM aja.",0,setuju sih kalau mobil satunya harus betul di pertimbangkan jika mau ambil evbrkalau emang kesibukanmu hanya dalam kota dan keluar kota lebih suka pakai transportasi umum masih ok pilih electric vehicle brtapi kalau suka keluar kota ke daerah yang susah pengisian daya mendingan ambil mobil bahan bakar minyak aja,Netral,0.86,ok,,,,
2025-08-29 19:42:16+00:00,@idslamet,analisa bagus sih cuma kalau sekali sekali keluar kota jalan jalan dengan keluarga ada opsi lain mending sewa mobil bensin aja 😄😄😄 nah sehari hari nya di dalam kota pakai atto 1,0,analisa bagus sih cuma kalau sekali sekali keluar kota jalan jalan dengan keluarga ada opsi lain mending sewa mobil bensin aja nah sehari hari nya di dalam kota pakai atto,Netral,0.78,ok,,,,
2025-08-29 14:19:08+00:00,@hadijanto7058,Tetap mending mbl Avanza buat mbl pertama atau satu2 nya.... sy msh pake mobil All New Avanza 2013 Matic...,1,tetap mending mobil avanza buat mobil pertama atau satu nya sy msh pake mobil all new avanza matic,Netral,0.86,ok,,,,
2025-08-29 13:07:25+00:00,@charlieYo,"Atoo 1 buat di perkotaan atau mayoritas kebutuhan masih dalam kota. Kalo tiba2 mesti keluar kota gimana? Ya pake moda transport lain, misalnya bus, kereta atau pesawat. Tapi butuh bawa mobil untuk beberapa hari? ya udah tinggal sewa mobil aja lepas kunci. Banyak kan sekarang penyewaan mobil.",0,atoo buat di perkotaan atau mayoritas kebutuhan masih dalam kota kalo tiba mesti keluar kota gimana ya pake moda transport lain misalnya bus kereta atau pesawat tapi butuh bawa mobil untuk beberapa hari ya udah tinggal sewa mobil aja lepas kunci banyak kan sekarang penyewaan mobil,Netral,0.86,ok,,,,
2025-08-29 13:04:44+00:00,@iqthion,​@andia968kayaknya orang beli EV second sejauh ini masih agak ragu ragu juga. Kita liat kedepan apakah Atto ini mengubah hal itu. 😁,1,orang beli electric vehicle second sejauh ini masih agak ragu ragu juga kita liat kedepan apakah atto ini mengubah hal itu,Netral,0.86,ok,,,,
2025-08-30 08:45:36+00:00,@tamrinmuhammad9139,"LCGC jauh lebih nyaman dari mobilku, terios konde😢 beli bekas, lebih murah dari lcgc bekas",1,lcgc jauh lebih nyaman dari mobilku terios konde beli bekas lebih murah dari lcgc bekas,Netral,0.84,ok,,,,
2025-08-29 12:43:01+00:00,@m.al5331,Beli EV kalau sdh ada pabrik dan bengkelnya banyak,2,beli electric vehicle kalau sdh ada pabrik dan bengkelnya banyak,Netral,0.86,ok,,,,
2025-08-29 13:00:59+00:00,@YooSiJis,"kalo sering perjalanan jauh emang jangan sih om, terlalu berisiko, karna fasilitas charging station masih sangat sedikit, ev itu cocok untuk yg commuter dalam kota setiap hari, pasti sangat terasa hematnya",0,kalo sering perjalanan jauh emang jangan sih om terlalu berisiko karna fasilitas charging station masih sangat sedikit electric vehicle itu cocok untuk yg commuter dalam kota setiap hari pasti sangat terasa hematnya,Netral,0.86,ok,,,,
2025-08-29 13:59:22+00:00,@ursokind,kalau sangat sering perjalanan jauh cocoknya PHEV,0,kalau sangat sering perjalanan jauh cocoknya plug in hybrid electric vehicle,Netral,0.93,ok,,,,
2026-02-23 10:03:02+00:00,@leon.hartono,"Part 2: PERANG HARGA MOBIL Akan Terus Berlanjut? - Ft. Fitra Eri<br><a href=""https://www.youtube.com/watch?v=e6rczB_gMnU"">https://youtu.be/e6rczB_gMnU</a>",16,part perang harga mobil akan terus berlanjut ft fitra eribra,Netral,0.86,ok,,,,
2026-03-31 13:59:30+00:00,@SudarmanYonidarma-w2x9n,Knp Om Fitra ga milih/sebut AION V utk mid SUV EV? Apa sj kelemahannya?,0,knp om fitra ga milihsebut aion v utk mid suv electric vehicle apa sj kelemahannya,Netral,0.92,ok,,,,
2026-03-26 15:24:27+00:00,@HifzaFilza,"Dealer Suzuki Nengga, Honda Nengga di daerah saya...",0,dealer suzuki nengga honda nengga di daerah saya,Netral,0.86,ok,,,,
2026-03-26 07:14:32+00:00,@ihatsubihat9205,Chery J6,0,chery j,Netral,0.98,ok,,,,
2026-03-26 07:08:15+00:00,@ihatsubihat9205,Brio,0,brio,Netral,0.99,ok,,,,
2026-03-24 22:42:41+00:00,@AbdulAziz-xj,suzuki fronx ga ada?,0,suzuki fronx ga ada,Netral,0.86,ok,,,,
2026-03-20 08:04:53+00:00,@nurimanhidayat18,KENAPA GAK ADA SUZUKI FRONX. KENAPA GADA MOBIL2 SUZUKI ASW 😂,0,kenapa gak ada suzuki fronx kenapa gada mobil suzuki asw,Netral,0.86,ok,,,,
2026-03-19 08:40:49+00:00,@viyugari23,Review BAIC BJ30 koh,0,ulasan baic bj koh,Netral,0.93,ok,,,,
2026-03-18 21:17:50+00:00,@ainungimnastiar1553,Suzuki fronk?,0,suzuki fronk,Netral,0.98,ok,,,,
2026-03-18 02:39:04+00:00,@Luciano-PN,KENAPA TIDAK ADA INNOVA!!!!!,1,kenapa tidak ada innova,Netral,0.95,ok,,,,
2026-03-17 01:48:33+00:00,@suryafarm,mobil sebanyak itu apa nda kena pajak progresif?,0,mobil sebanyak itu apa nda kena pajak progresif,Netral,0.86,ok,,,,
2026-03-10 16:04:24+00:00,@dedysu1700,Hybrid bukanya mahal om perawatanya,0,mobil hybrid bukanya mahal om perawatanya,Netral,0.86,ok,,,,
2026-03-08 13:35:18+00:00,@sigitpurwoko2843,Kok gak ada Innova reborn 😭,0,kok gak ada innova reborn,Netral,0.93,ok,,,,
2026-03-06 11:57:14+00:00,@vickyalvindrapratama6538,flashy tu apa ya? pas bahas ferari,0,flashy tu apa ya pas bahas ferari,Netral,0.98,ok,,,,
2026-03-05 05:34:03+00:00,@gerardypramudya,"<a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=1898"">31:38</a> ternyata Polytron itu ODM😂😂😂",0,ternyata polytron itu odm,Netral,0.96,ok,,,,
2026-02-28 08:41:08+00:00,@MichaelGeovini,harusnya ada pilihan :<br>- Chery Tiggo Cross CSH<br>- Chery Tiggo 8 CSH<br>- Chery Tiggo 9 CSH,1,harusnya ada pilihan br chery tiggo cross cshbr chery tiggo cshbr chery tiggo csh,Netral,0.86,ok,,,,
2026-02-28 07:24:07+00:00,@verysuryadi9809,Kalau bicara depresiasi yang buat depresiasi itu ya pedagang mobkas lah,0,kalau bicara depresiasi yang buat depresiasi itu ya pedagang mobil bekas lah,Netral,0.86,ok,,,,
2026-02-28 05:12:22+00:00,@nathanchance5716,Jadi tau pola pikir org2 dalam milih mobil. Ternyata beda2 pola pikirnya,0,jadi tau pola pikir org dalam milih mobil ternyata beda pola pikirnya,Netral,0.86,ok,,,,
2026-02-27 15:34:49+00:00,@nuheditea,"Kirain L300 karena kembaran pjro,wkwk",0,kirain l karena kembaran pjrowkwk,Netral,0.86,ok,,,,
2026-02-26 18:33:47+00:00,@pedulisesama11,Knp kok yg masuk baleno bukan fronx?<br>Baleno udh distop,0,knp kok yg masuk baleno bukan fronx baleno udh distop,Netral,0.86,ok,,,,
2026-02-26 06:55:31+00:00,@mansurhaifa3512,Saya mirip Leon...cayla aja ya ?,0,saya mirip leon cayla aja ya,Netral,0.93,ok,,,,
2026-02-26 06:38:47+00:00,@aditaditya6849,Knp cm bhs pajero n fortuner? Msh saingannya si ford everest titanium yg baru,0,knp cm bhs pajero n fortuner msh saingannya si ford everest titanium yg baru,Netral,0.86,ok,,,,
2026-02-25 21:02:09+00:00,@bwxcrew,"Om Fitra udah ga keitung berapa mobil yang direview, mulai dari mahal sampai murah, jadi wajar dia ada standar tertentu dan sensitif sama perubahan sedikit pada pengalaman berkendara.",1,om fitra udah ga keitung berapa mobil yang direview mulai dari mahal sampai murah jadi wajar dia ada standar tertentu dan sensitif sama perubahan sedikit pada pengalaman berkendara,Netral,0.86,ok,,,,
2026-02-25 09:05:05+00:00,@aptoyu,"Ertiga/XL7 kenapa ngga masuk di pilihan? <a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=1324"">22:04</a>",0,ertigaxl kenapa ngga masuk di pilihan,Netral,0.93,ok,,,,
2026-02-25 07:07:56+00:00,@endarnovianto11,Kalo saya ngeliat pilihan om Fitra cenderung ke mobil yg kerjasama sama beliau,1,kalo saya ngeliat pilihan om fitra cenderung ke mobil yg kerjasama sama beliau,Netral,0.84,ok,,,,
2026-03-02 05:39:57+00:00,@flexhere,"Yg gw tangkap sih dari penjelasan beliau, urutannya beli mobil yg disukai, atpm tau kemudian ngajak kerjasama",0,yg gw tangkap sih dari penjelasan beliau urutannya beli mobil yg disukai atpm tau kemudian ngajak kerjasama,Netral,0.86,ok,,,,
2026-02-25 02:17:36+00:00,@petrussinaga5392,"Menit ke <a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=2589"">43:09</a> Om Fitra ngeroasting X-Peng 😂😂😂",0,menit ke om fitra ngeroasting xpeng,Netral,0.78,ok,,,,
2026-02-24 15:02:41+00:00,@gadgetONID,"Alphard dan Lexus punya ke istimewaan dimana saat kita ke mall akan diberikan akses parkir VIP, Jadi ini perbedaan yg mencolok dibandingkan mobil lain",0,alphard dan lexus punya ke istimewaan dimana saat kita ke mall akan diberikan akses parkir vip jadi ini perbedaan yg mencolok dibandingkan mobil lain,Netral,0.86,ok,,,,
2026-02-24 11:04:08+00:00,@nikolasmuhansen650,Brio iti bro 4 piston mesinnya kalau agya cayla sigra rocky raize itu 3 piston mesinya mesin motor wkwkkw,0,brio iti bro piston mesin kalau agya cayla sigra rocky raize itu piston mesinya mesin motor wkwkkw,Netral,0.78,ok,,,,
2026-02-26 07:22:57+00:00,@fajrireynaldo5858,Namanya cina banget wkwkwk agak lucu ajh … jaeco &amp; byd namanya netral 👍,0,namanya cina banget wkwkwk agak lucu ajh jaeco amp byd namanya netral,Netral,0.78,ok,,,,
2026-02-24 04:23:54+00:00,@R1O595,"Moment kaku di menit  <a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=250"">4:10</a> 😅",0,moment kaku di menit,Netral,0.86,ok,,,,
2026-02-23 19:59:27+00:00,@topanalkha.1393,Mazda gimn om fitra,0,mazda gimn om fitra,Netral,0.98,ok,,,,
2026-02-23 12:06:09+00:00,@ericajah2493,"Kategori mobil ice 150-250 jt ada lagi om, wuling confero",0,kategori mobil ice jt ada lagi om wuling confero,Netral,0.86,ok,,,,
2026-02-23 10:23:30+00:00,@irwanchel,"Suka klo ada om leon dikasih spreadsheetnya, cuma spreadsheetnya perlu di research lagi. Banyak brand atau tipe mobil yg ga masuk. Contoh mazda atau mg. Klo soal tipe misalnya fronx lumayan laku. Phevnya juga salah, ad cherry tiggo 8 atau 9 csh, jaecoo j8 shs, dll",0,suka klo ada om leon dikasih spreadsheetnya cuma spreadsheetnya perlu di research lagi banyak brand atau tipe mobil yg ga masuk contoh mazda atau mg klo soal tipe misalnya fronx lumayan laku phevnya juga salah ad cherry tiggo atau csh jaecoo j shs dll,Netral,0.78,ok,,,,
2026-02-23 09:36:59+00:00,@alfiananto5963,"yang di jelasin om feri waktu mencari mobil yang di butuhkan, kayak kalau orang it lagi tanya ai, harus rinci dan deep banget biar yang di rekomendasikan tepat dan sesuai",1,yang di jelasin om feri waktu mencari mobil yang di butuhkan kayak kalau orang it lagi tanya ai harus rinci dan deep banget biar yang di rekomendasikan tepat dan sesuai,Netral,0.84,ok,,,,
2026-02-23 08:42:06+00:00,@andreasynugroho7866,"Spreadsheet-nya perlu border, supaya lebih gampang ngebaca-nya, karena batas antar merged row jadi lebih jelas. Thanks.",7,spreadsheetnya perlu border supaya lebih gampang ngebacanya karena batas antar merged row jadi lebih jelas thanks,Netral,0.93,ok,,,,
2026-02-23 08:38:22+00:00,@pdrseverance,"<a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=1140"">19:00</a> di momen ini sebenernya om fitra bisa meyakinkan om leon untuk pilih darion krn brandnya wuling yg mana sama2 mobil china tpi sudah lebih lama di indonesia",0,di momen ini sebenernya om fitra bisa meyakinkan om leon untuk pilih darion krn brandnya wuling yg mana sama mobil china tpi sudah lebih lama di indonesia,Netral,0.78,ok,,,,
2026-02-23 07:03:17+00:00,@temiyuwendi5089,bingung gini baca excel nya,0,bingung gini baca excel nya,Netral,0.86,ok,,,,
2026-02-23 06:03:44+00:00,@jokosurchannel1153,bahas mobil rush dong om,0,bahas mobil rush dong om,Netral,0.98,ok,,,,
2026-02-23 04:48:48+00:00,@asslie1706,Itu hybrid yg tipe seri..produknya nissan begitu,0,itu mobil hybrid yg tipe seri produknya nissan begitu,Netral,0.93,ok,,,,
2026-02-23 05:07:10+00:00,@davehuang888,"​​@asslie1706iya saat ini baru ada Nissan leaf, infonya pabrikan Tiongkok mau masukin. Bakalan asik nih harganya",0,saat ini baru ada nissan leaf infonya pabrikan tiongkok mau masukin bakalan asik nih harganya,Netral,0.86,ok,,,,
2026-02-23 00:19:10+00:00,@peterchayson,XPENG bacanya siau pheng artinya little friend.,4,xpeng bacanya siau pheng artinya little friend,Netral,0.98,ok,,,,
2026-02-23 00:08:11+00:00,@renoldcristian1372,Sangat jujur memang mobil HONDA paling enak untuk di pakai,0,sangat jujur memang mobil honda paling enak untuk di pakai,Netral,0.86,ok,,,,
2026-02-22 19:42:30+00:00,@boy_92,"<a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=2100"">35:00</a> gambarnya jaecoo j5 ev bukan itu om.",0,gambarnya jaecoo j electric vehicle bukan itu om,Netral,0.93,ok,,,,
2026-02-22 17:07:27+00:00,@duvalend,"ini maksud thumbnailnya gimana? &quot;ev vs bensin terbaik&quot; atau &quot;ev vs bensin, mana yang terbaik?&quot;",0,ini maksud thumbnailnya gimana ev vs bensin terbaikquot atau ev vs bensin mana yang terbaikquot,Netral,0.86,ok,,,,
2026-02-22 16:59:13+00:00,@tvrumahwahidtrw,Harusnya di ICE 200 jutaan ada Fronx bukan Baleno,0,harusnya di ice jutaan ada fronx bukan baleno,Netral,0.78,ok,,,,
2026-02-22 15:16:46+00:00,@andylauwira7807,Kalau saya masih pilih sirion,0,kalau saya masih pilih sirion,Netral,0.86,ok,,,,
2026-02-22 13:08:23+00:00,@TomyJaya365,Xpeng = Xiao Peng,0,xpeng xiao peng,Netral,0.98,ok,,,,
2026-02-22 12:29:00+00:00,@wawans751,Full daging guys 😁,1,full daging guys,Netral,0.86,ok,,,,
2026-02-22 09:23:14+00:00,@ahmadmubarok1832,Menunggu kapan xpander dan new livina hybrid meluncur di Indonesia,0,menunggu kapan xpander dan new livina mobil hybrid meluncur di indonesia,Netral,0.93,ok,,,,
2026-02-22 08:47:11+00:00,@ngefilm,Nanya uda jln brp km J6nya pertanda minat tampung 2nd.nya FE ya Bung Leon.. 😂,0,nanya uda jln brp km jnya pertanda minat tampung ndnya fe ya bung leon,Netral,0.78,ok,,,,
2026-02-22 07:21:44+00:00,@nimidnecwijoyo3749,"<a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=290"">4:50</a> lcgc<br><a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=665"">11:05</a> small hatchback",0,lcgc small hatchback,Netral,0.98,ok,,,,
2026-02-22 07:17:10+00:00,@desilveria6799,Mobil itu untuk dinikmati... Bukan investasi harga jual kembali 😂,0,mobil itu untuk dinikmati bukan investasi harga jual kembali,Netral,0.78,ok,,,,
2026-02-22 05:09:49+00:00,@dnyarv,"kategorinya belum lengkap nih om fitra hanya pilih berdasarkan preference yang sudah dikasih, ga ada Cherry Tiggo<br>Cross",0,kategorinya belum lengkap nih om fitra hanya pilih berdasarkan preference yang sudah dikasih ga ada cherry tiggobrcross,Netral,0.86,ok,,,,
2026-02-22 04:56:43+00:00,@25IvoryCrescent,Bahas juga dong<br>1. Jet Tour T2<br>2. BJ 40<br>3. Palisade,1,bahas juga dong jet tour tbr bj br palisade,Netral,0.95,ok,,,,
2026-02-22 04:54:07+00:00,@purnomojoko19,Innova reborn kaga masuk segmentasi ini? Harusnya medium MPV,0,innova reborn kaga masuk segmentasi ini harusnya medium mpv,Netral,0.86,ok,,,,
2026-02-23 04:37:00+00:00,@permadhiarya8326,bulanan?,0,bulanan,Netral,0.99,ok,,,,
2026-02-22 04:28:30+00:00,@andrnshv,Polyton G3+ itu rebranding dari Skyworth K,0,polyton g itu rebranding dari skyworth k,Netral,0.93,ok,,,,
2026-02-22 07:53:15+00:00,@dzakyelkhalil8050,anda lagi,1,anda lagi,Netral,0.98,ok,,,,
2026-02-22 02:37:16+00:00,@Coachbimart,Jaecooo bisa masuk sich,0,jaecoo bisa masuk sich,Netral,0.78,ok,,,,
2026-02-22 02:14:36+00:00,@hadiyanrafi,Ga relate untuk yg kena gage tetep mobil 1 harus listrik 😅,0,ga relate untuk yg kena ganjil genap tetep mobil harus listrik,Netral,0.84,ok,,,,
2026-02-22 01:40:18+00:00,@aleandromeda,"Kak, ada yg bisa jawab gak, kenapa mobil produksi jepang tidak ada/jarang yg mengeluarkan Mobil EV..? Ini yg saya heran sbnernya",0,kak ada yg bisa jawab gak kenapa mobil produksi jepang tidak adajarang yg mengeluarkan mobil electric vehicle ini yg saya heran sbnernya,Netral,0.86,ok,,,,
2026-02-22 00:05:00+00:00,@agusgunanto4244,Waah…kenapa gak ada mention sama sekali brand Mazda yah ?,3,waahkenapa gak ada mention sama sekali brand mazda yah,Netral,0.86,ok,,,,
2026-02-21 23:25:07+00:00,@pengbdi9030,Traga dari isuzu bukan dari toyota,0,traga dari isuzu bukan dari toyota,Netral,0.96,ok,,,,
2026-02-21 21:42:12+00:00,@Hidayat888,Undang ridwan hanif dong,2,undang ridwan hanif dong,Netral,0.95,ok,,,,
2026-02-23 06:31:43+00:00,@muhamadazkaputra7872,Masih aktif balap bang om fitra,0,masih aktif balap bang om fitra,Netral,0.86,ok,,,,
2026-02-21 19:08:10+00:00,@bbemzshananta4264,"Se mendang-mendingnya gw yg kerjaannya nyopir, kadang juga makelarin mobil<br>Drpda beli lcgc ataupun mobil baru, gw akan beli bekas<br><br>100-130jt gw beli cortez turbo harganya yg udh anjlok parah, ya meski boros tp itu mpv gede, fitur bagus, <br><br>150-200jt beli ertiga atau xl7, mesin badak, irit juga<br><br>280-350 gw beli reborn diesel<br><br>Under 800 gw beli palisade diesel<br><br>Dari reborn, ertiga, xl7, sampe cortez kita bisa buat sampingan ngegrab atau travel long trip 😆<br>Palisade pun bisa tp kelas premium trip<br>Itu baru beli mobil buat investasi, bisa buat seneng dan bisa juga buat ngasilin<br><br>Ga ada namanya beli mobil itu investasi. harga jd naik, <br>Kecuali mobil limited edition tp banyak peminat, mobil rare, atau mobil harga di goreng Kek innova diesel saat ini 😆",1,se mendangmendingnya gw yg kerjaannya nyopir kadang juga makelarin mobil drpda beli lcgc ataupun mobil baru gw akan beli bekas jt gw beli cortez turbo harganya yg udh anjlok parah ya meski boros tp itu mpv gede fitur bagus brbrjt beli ertiga atau xl mesin badak hemat juga gw beli reborn mesin diesel brunder gw beli palisade mesin diesel dari reborn ertiga xl sampe cortez kita bisa buat sampingan ngegrab atau travel long trip palisade pun bisa tp kelas premium trip itu baru beli mobil buat investasi bisa buat seneng dan bisa juga buat ngasilin ga ada namanya beli mobil itu investasi harga jd naik kecuali mobil limited edition tp banyak peminat mobil rare atau mobil harga di goreng kek innova mesin diesel saat ini,Netral,0.78,ok,,,,
2026-02-23 07:38:01+00:00,@pdrseverance,"280-350 selain reborn ada apa ya, krn ga suka geternya diesel, veloz hybrid atau destinator tipe rendah?",0,selain reborn ada apa ya krn ga suka geternya mesin diesel veloz mobil hybrid atau destinator tipe rendah,Netral,0.78,ok,,,,
2026-02-21 18:27:06+00:00,@goid-o1v,suzuki fronx ga dimasukin koh leon? bandingin suzuki fronx dan honda wrv dong koh,0,suzuki fronx ga dimasukin koh leon bandingin suzuki fronx dan honda wrv dong koh,Netral,0.93,ok,,,,
2026-02-21 17:42:54+00:00,@ahmaddawidh,"<a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=1235"">20:35</a> why gak ada honda BR-V? Like, whyyyy?",0,why gak ada honda brv like whyy,Netral,0.86,ok,,,,
2026-02-21 16:19:59+00:00,@seoldumb,wah masa ga ada Innova Reborn Diesel ini,1,wah masa ga ada innova reborn mesin diesel ini,Netral,0.78,ok,,,,
2026-02-21 16:17:17+00:00,@bimasatria7915,"Suhu,<br>Boleh tanya, lebih value for money (in long term) mana beli EV bekas apa baru?",0,suhu boleh tanya lebih value for money in long term mana beli electric vehicle bekas apa baru,Netral,0.93,ok,,,,
2026-02-21 15:23:47+00:00,@adnan_gumintang,Tambahin opsi HEV nya dong Om,0,tambahin opsi hybrid electric vehicle nya dong om,Netral,0.86,ok,,,,
2026-02-21 14:23:13+00:00,@masterjejep1386,Kasih time stamp dong,0,kasih time stamp dong,Netral,0.98,ok,,,,
2026-02-21 12:41:50+00:00,@astorwonderful8066,Saya sarankan untuk anak muda yang duitnya pas²an dan ingin beli mobil pertama serta ga paham dunia otomotif dibawah ini beberapa mobil yg cocok buat kalian :<br>1. Opel blazer<br>2. Opel zafira<br>3. Kia carnival/ Hyundai Trajet<br>4. Chevrolet captiva<br>5. Ford Focus/Fiesta<br>6. Peugeot lama<br>7. Jaguar lama<br>8. BMW lama,0,saya sarankan untuk anak muda yang duitnya pasan dan ingin beli mobil pertama serta ga paham dunia otomotif dibawah ini beberapa mobil yg cocok buat kalian br opel blazerbr opel zafirabr kia carnival hyundai trajetbr chevrolet captiva ford focusfiesta peugeot lamabr jaguar lamabr bmw lama,Netral,0.93,ok,,,,
2026-02-21 10:50:22+00:00,@algoens5515,"<a href=""https://www.youtube.com/watch?v=gEY-8BDF_dQ&amp;t=860"">14:20</a> Ada Suzuki Fronx om. Gue sih milih itu",0,ada suzuki fronx om gue sih milih itu,Netral,0.86,ok,,,,
2026-02-21 09:47:29+00:00,@ndloghokjaran6328,Fronx gak ada di list om?? dah terlanjur beli 😭,0,fronx gak ada di list om dah terlanjur beli,Netral,0.84,ok,,,,
2026-02-21 09:04:17+00:00,@pranandaarifpratama1450,innova reborn mana? xixixiixixixiii,0,innova reborn mana xixixiixixixii,Netral,0.86,ok,,,,
2026-02-21 08:54:03+00:00,@WUGUW,kenapa kia carens 2026 sama honda stepwagon ngga dimasukin 🤔,0,kenapa kia carens sama honda stepwagon ngga dimasukin,Netral,0.95,ok,,,,
2026-02-21 08:20:31+00:00,@BaladaGehel-e2f,Kok suzuki fronx gak masuk??,2,kok suzuki fronx gak masuk,Netral,0.93,ok,,,,
